350
38 38
31 38 189285
1 36 172186
4 11 163825
7 23 263529
36 22 154778
14 26 74001
38 34 209377
31 21 186762
36 2 117872
20 5 172132
17 9 105106
24 12 194565
17 34 130985
27 26 94167
25 24 242652
6 5 152857
32 38 38774
23 38 267498
15 16 197166
15 35 42009
39 12 165123
28 10 169369
25 3 82528
29 12 35647
6 23 178152
1 18 119540
32 28 163247
12 27 78830
16 32 130338
2 31 210664
29 27 43183
9 27 148740
22 18 170022
14 29 114263
7 22 119554
22 14 136077
27 31 165256
25 10 121948
6 31 210527
16 40 182138
11 22 70466
39 15 200344
38 22 138184
1 33 179608
19 4 185518
1 14 153485
21 34 90254
18 34 112492
36 32 144032
20 29 83556
11 33 222290
33 18 115582
7 33 173202
23 33 265977
29 33 203007
27 33 224054
35 28 219224
14 4 161477
34 32 170603
18 9 25239
39 8 145436
35 4 65163
32 29 11068
31 8 253899
31 4 106279
10 20 37417
23 36 251134
26 11 134785
32 11 72733
33 20 213092
11 40 149008
14 7 84473
3 5 230361
35 33 257236
6 8 70830
30 22 151009
28 36 87088
28 1 150916
28 3 136637
8 2 72631
24 23 284103
21 30 81080
3 40 102885
11 21 153082
29 22 132131
28 21 82898
20 3 99098
5 37 245801
1 34 158272
23 27 196609
25 38 147912
3 10 61681
23 2 267067
39 11 136591
40 32 76275
28 8 77515
9 40 155366
6 24 105951
19 28 204453
20 32 72488
12 23 219749
3 9 130500
10 16 136460
26 19 156478
26 25 94967
18 31 225898
15 27 166149
36 16 54179
27 6 136229
3 8 137584
11 19 167159
25 33 224526
29 16 126298
32 4 91092
9 11 124855
9 22 144783
23 18 205909
19 10 129497
27 38 70889
39 16 171828
12 34 217318
40 31 121096
17 22 191358
31 14 259843
19 31 291797
34 33 76511
7 28 117234
6 22 197779
14 12 79360
14 24 115205
34 8 155565
17 37 231147
16 22 171555
23 40 152449
15 31 83125
1 12 87604
4 8 188017
21 40 156624
40 8 173200
9 7 75767
40 36 165361
28 17 114309
13 4 206519
16 14 35478
35 11 177354
1 23 269613
21 26 142401
30 9 145455
24 33 193776
10 34 205674
7 26 115093
7 6 85377
40 25 185413
11 20 142978
5 15 194793
15 21 187655
40 30 184196
3 21 53739
37 22 246384
31 1 238260
23 52
14 19 535618
16 19 268787
22 17 509159
22 3 183842
2 21 205966
21 20 258608
1 21 128476
18 20 302408
9 22 347476
23 9 7446
13 19 261051
20 4 233830
8 9 320833
15 2 462624
16 11 167548
11 1 156456
12 3 394955
6 11 332388
10 9 227896
11 21 284932
19 21 386171
13 23 148883
4 11 260154
1 22 274906
13 14 285913
6 7 34698
23 21 386325
4 15 240679
1 9 287479
8 15 238594
10 2 266060
21 4 209990
12 23 173155
9 20 417611
18 15 331441
1 7 210630
22 14 429669
8 7 487244
21 17 484834
4 8 443861
12 18 416778
4 18 275974
2 20 455775
7 12 358150
15 22 314367
4 3 268576
1 20 130132
15 10 196564
9 11 443935
8 13 428534
16 4 92606
8 18 460151
44 633
22 31 26081
19 25 86546
31 34 90344
31 4 152041
40 20 96050
37 15 139210
38 14 33151
2 33 81878
16 39 58531
9 44 94396
12 21 13890
4 39 135142
9 15 72494
15 26 97894
24 42 139065
13 4 116093
36 13 110543
25 39 12296
24 16 104286
28 36 63291
16 14 28045
27 5 70087
42 36 59873
4 33 176892
24 40 114193
37 38 78474
18 24 127507
37 17 148904
26 1 42438
7 4 146977
29 8 146706
34 23 194645
39 33 114298
26 43 134117
37 18 93583
40 39 67888
12 36 44140
6 7 147653
16 30 83976
8 19 95879
30 31 108002
31 35 40212
12 9 59954
22 10 94562
8 40 149495
19 32 70695
1 35 48251
1 13 141671
32 20 78727
9 33 41488
27 3 61018
20 37 10847
27 31 54205
14 21 4891
26 20 110343
30 21 116912
15 33 76834
4 20 216066
23 21 116352
34 1 71747
28 26 124789
11 20 83196
38 33 112148
44 25 102691
30 15 141009
32 26 91380
15 20 128363
28 8 183197
41 15 111852
9 43 171614
26 9 110305
32 3 87770
40 31 25934
39 31 67194
14 25 42782
34 15 123351
29 13 181433
23 36 152977
24 3 82392
22 8 149854
7 44 88940
26 44 80992
27 25 86047
30 11 93233
32 14 83021
25 37 79475
22 27 76974
25 26 107231
17 14 79409
40 14 37402
31 28 109802
16 33 55767
14 2 37611
20 28 14446
34 36 102875
36 30 58882
16 28 88385
14 30 112021
40 10 79517
8 38 172378
2 1 45224
38 19 76915
28 40 110496
16 37 84786
9 8 143862
34 10 102233
35 26 90689
34 16 77781
10 35 98107
14 24 132331
18 13 128204
26 23 164287
40 17 68635
21 26 69340
37 4 226913
21 3 65730
37 36 59692
9 16 73901
25 10 126717
10 28 144275
17 39 109895
23 1 133917
11 42 44036
6 26 220389
38 23 144612
28 3 104393
41 28 163407
2 7 47707
14 35 76920
7 25 101054
16 3 32794
15 19 65141
8 10 136050
26 39 94935
27 17 83124
1 14 34079
31 23 148169
20 17 138057
24 17 147118
7 33 75911
36 39 83625
28 27 128677
6 19 168266
40 18 13314
20 44 78153
23 4 271038
32 25 125803
26 3 69198
31 29 73311
35 38 110071
28 44 92599
24 28 179665
31 12 45707
15 4 185048
14 41 71275
9 27 63752
35 6 226202
10 44 69040
40 23 148863
40 12 46401
43 7 142065
19 11 12908
3 14 60839
39 5 108478
21 25 47673
35 22 66293
31 36 75449
4 21 168400
3 4 153919
10 43 153603
33 43 153480
36 15 86584
37 28 25293
33 40 55041
13 20 159388
28 9 124049
27 40 50199
12 2 46610
3 29 67902
16 27 40292
15 13 173831
4 29 194021
8 26 148002
38 24 165482
35 24 77987
8 6 264145
43 23 225596
37 33 140553
36 5 95312
36 22 63766
4 26 188967
42 14 18357
2 34 91247
24 20 165219
38 9 84106
22 20 69275
22 25 53409
21 5 82883
7 27 71069
18 20 82736
35 16 54285
28 43 186098
6 14 168414
27 37 125078
9 11 83158
19 44 28869
2 23 149072
44 35 86805
38 30 145172
26 2 87662
12 6 177413
29 7 94875
24 6 267733
28 14 94348
29 21 62748
27 18 63513
31 43 148068
12 10 74936
36 7 69446
42 31 55065
8 5 150378
33 14 83812
27 19 43943
32 17 142355
21 39 35377
5 19 54499
16 1 6034
23 30 211859
41 4 179018
6 10 182108
17 22 68782
2 20 96259
33 32 110743
15 23 181176
5 6 209113
31 10 94177
28 6 227467
16 32 54976
32 15 116466
3 8 78804
38 10 117086
4 6 169726
33 25 126594
42 13 170416
42 33 90546
2 6 195360
19 7 60071
13 5 155480
24 31 118199
15 29 106318
1 22 44706
20 8 168751
35 36 79379
5 41 93501
13 39 182778
23 22 122088
38 43 158909
39 37 91771
38 15 102866
29 35 113523
41 31 78845
35 12 73331
32 8 166574
15 16 61490
42 15 88072
29 10 125148
42 1 40813
2 36 76352
8 12 130644
38 11 70453
26 13 172041
32 27 95268
11 36 34351
1 6 177951
24 22 140968
23 35 182168
36 16 25094
38 44 105784
19 34 62062
17 41 121546
31 7 46804
4 28 210952
10 7 100242
3 37 100794
39 9 81441
29 25 46583
28 12 103347
10 23 183773
20 12 88901
8 36 136692
44 12 63634
7 37 127767
14 23 111461
19 4 136844
9 40 13553
6 32 194058
12 39 39485
27 6 212209
43 40 158061
42 34 101541
42 39 48843
41 3 83852
28 21 99239
11 41 79685
34 38 138977
41 39 101761
44 29 56108
37 2 107106
3 2 71984
40 5 40590
27 43 138005
4 30 208175
12 19 34765
10 18 92831
3 19 17075
1 12 25080
38 36 86290
25 3 103621
18 6 181837
12 18 33087
1 7 50386
34 24 161529
31 20 95356
19 31 54006
13 24 226917
10 32 110866
36 29 70890
29 37 32892
29 38 89672
34 11 74970
23 9 162416
25 28 83074
1 25 76861
21 11 42193
2 13 141727
37 5 147487
11 13 144894
7 16 44352
43 14 125758
8 17 192586
18 9 26867
35 19 57936
19 43 113432
37 21 95640
42 10 90669
5 15 64176
2 27 55108
30 18 95382
25 11 80084
21 38 38042
13 37 170235
44 4 165713
8 14 139227
43 20 171652
17 12 88408
19 22 54391
12 37 99748
21 18 28979
32 5 114310
44 33 68917
42 17 97766
30 24 115492
35 20 128224
39 18 54574
2 18 13523
33 26 92171
22 7 47645
3 18 79828
32 21 87912
3 31 71081
9 13 128443
29 26 122306
15 6 227464
38 42 51508
18 25 66870
2 32 100557
28 35 142670
33 29 125025
3 43 130507
2 39 68097
18 23 135549
39 44 103119
1 41 76462
31 37 106203
13 40 114890
18 36 72128
8 25 182009
11 39 67788
5 42 96349
26 24 140690
37 32 89574
11 35 51474
34 29 147039
5 22 67365
39 32 113507
40 32 73720
37 9 120450
22 30 108843
36 43 122807
36 27 65386
18 31 12620
2 19 54909
41 19 66777
19 20 89658
18 5 53904
34 9 129831
22 14 10627
37 44 89000
29 1 91936
35 32 109261
11 1 3223
20 10 129829
1 32 61010
37 35 139071
44 1 38554
40 38 70553
38 18 57239
33 10 80219
26 34 114185
33 12 74813
3 39 91325
29 41 126916
38 3 93990
2 15 33910
42 25 61139
11 7 53609
30 8 189823
7 30 61198
18 26 83438
31 16 50355
43 34 175494
17 30 150703
19 18 62753
12 34 96827
9 1 79935
32 24 86492
5 7 61460
26 10 92294
19 29 84977
23 6 115511
8 31 149885
26 19 52123
4 5 166697
8 2 150788
2 9 40390
18 32 87034
15 1 55456
2 40 26837
16 23 127883
31 32 99654
17 15 61926
6 40 168523
24 19 99467
5 35 56971
6 3 185341
43 25 168540
3 40 93142
24 1 98252
38 25 75933
30 6 208851
2 35 41115
41 21 76166
10 39 114421
26 12 55450
21 19 48655
44 8 90598
10 36 80984
42 2 55968
31 15 33007
17 33 123676
1 39 64565
6 42 150057
35 17 69131
16 10 55890
44 34 90931
11 2 48447
29 27 124204
28 32 93173
3 35 75011
1 19 9685
37 8 176997
40 37 106897
21 40 42293
38 27 101488
32 44 99564
9 3 82602
13 17 183525
25 12 51781
37 6 221781
32 42 89755
1 28 94419
24 44 94186
29 11 95159
37 10 140676
6 13 53633
41 36 107590
20 21 84793
17 10 136878
18 15 45627
8 42 146377
4 1 146529
8 11 108787
7 13 94020
4 42 181866
44 40 104936
33 23 183650
1 38 67230
21 2 42502
9 30 95621
6 39 198900
35 18 52832
27 26 76696
8 15 161020
42 23 93104
16 17 93056
26 31 86759
11 17 90245
12 41 80274
21 7 63163
27 23 168175
21 9 55846
30 5 122658
6 34 106204
11 27 37481
1 8 105564
5 28 151086
28 11 97642
31 17 42701
16 43 97713
10 19 40171
15 44 94010
30 40 82068
14 4 163509
43 8 209311
11 33 52956
36 25 95921
37 24 176066
19 42 50498
8 23 239481
21 8 134336
24 41 166244
44 41 95646
44 5 83368
8 34 157941
41 16 82496
43 1 103747
36 6 164176
34 25 144675
32 23 182859
44 21 77524
43 2 148971
30 41 134979
2 16 51258
12 13 154683
7 38 91423
44 16 44588
41 40 52911
3 33 57123
41 25 114057
40 34 116278
19 23 143602
14 20 79902
44 11 41777
43 11 106970
22 18 13461
28 7 131366
34 37 162567
24 36 116374
25 40 80184
18 4 139421
29 6 226271
3 30 116770
35 25 72054
27 1 34258
41 27 103110
21 6 173305
28 2 110705
5 2 67427
37 43 182499
6 17 237158
18 44 91622
31 9 39487
37 42 109106
21 31 41599
35 40 64192
9 14 50955
28 38 82073
37 41 159808
6 16 183985
29 30 129670
43 21 130649
43 29 183615
26 16 36404
21 27 73228
4 9 139660
11 18 56291
2 38 70762
18 42 42445
12 14 8999
21 35 81811
9 35 77745
22 42 28984
2 41 79748
25 9 93737
34 27 106005
31 25 79490
38 4 196660
44 3 11794
16 38 61196
39 34 136312
28 33 144152
43 17 190769
36 9 98995
37 26 121190
36 32 29882
13 41 167801
37 22 80122
25 6 211196
30 19 99695
42 28 112705
25 2 80393
43 32 152689
34 35 119998
38 32 116172
2 29 74214
9 17 82188
6 20 213021
22 39 41113
22 15 59088
17 21 84300
24 33 119630
35 15 7205
4 27 176306
18 124
1 15 167926
8 3 115832
17 2 118506
8 15 17980
10 1 418938
18 6 138465
10 9 513992
11 5 119865
6 11 196374
11 12 197700
8 7 114197
15 9 149994
16 10 574566
11 3 185261
11 7 44768
3 12 143231
5 12 77835
3 18 106788
10 2 475968
14 4 159037
2 6 21875
1 2 84063
10 14 492874
16 5 255138
18 2 121864
13 6 409508
14 8 147814
12 9 255570
18 9 141058
12 4 139494
14 9 279828
15 16 246679
14 3 162774
8 4 11223
17 4 99693
6 12 19238
8 2 130908
7 14 262011
13 11 391439
6 8 147509
7 4 117951
3 6 162469
10 5 395496
15 10 399958
16 3 320534
17 5 38034
14 11 217243
8 13 322010
14 6 61196
4 3 127055
16 2 239691
17 6 123664
18 4 20267
13 1 393014
2 7 239596
18 1 140902
12 18 119227
2 13 392907
9 1 177328
4 15 21734
14 18 138770
11 17 157899
7 18 123241
6 4 158732
17 15 106450
2 12 2637
7 12 236959
6 7 217721
3 9 247846
10 7 333616
7 1 155533
13 17 331538
5 1 99510
16 4 239922
8 9 132014
15 18 27024
9 13 454024
2 11 200337
11 1 200301
17 10 357462
13 5 312435
7 15 96217
16 14 279012
2 4 142131
8 12 128271
2 9 258207
15 14 165794
8 18 9044
6 16 217816
10 6 481126
14 13 409813
6 5 97073
3 15 133812
10 8 381978
11 8 69429
3 10 460892
1 14 123384
5 14 97378
1 6 62188
10 13 329520
12 16 237054
1 12 81426
7 5 164633
3 7 159712
14 12 41958
3 2 145868
7 13 436207
17 8 88470
13 12 390270
11 15 51449
15 13 339990
16 7 311161
13 4 333233
3 5 65396
2 14 44595
9 4 143237
5 15 68416
5 2 80472
6 9 236332
7 17 202667
10 12 473331
5 4 61659
1 16 155628
1 4 161169
49 735
17 19 51030
31 43 202490
36 37 66424
4 13 117090
31 46 53632
29 18 49883
41 45 21068
18 43 168275
17 13 132890
42 34 26773
38 14 151585
46 30 65192
17 42 85881
17 16 129888
34 15 43826
7 38 77420
16 10 123166
19 37 37931
31 40 44345
26 34 59877
40 14 162274
37 28 135080
13 23 90397
2 42 52868
47 14 23240
24 23 64970
22 9 115396
6 17 70876
43 47 125507
27 4 71659
25 34 79070
17 5 61648
7 46 50103
15 12 73218
14 22 197080
25 46 80239
39 48 127670
30 20 93753
34 16 100485
11 41 174885
24 33 220984
18 14 107922
1 27 33305
1 29 49852
28 12 104914
13 43 229929
16 25 174553
46 6 47811
20 47 135683
22 26 165728
16 43 241081
18 36 34545
6 21 57583
17 20 108083
15 48 89628
28 27 78393
19 1 52061
29 39 124857
26 15 103703
47 7 66078
16 44 218438
1 12 59826
31 25 101249
1 8 78591
37 17 88961
42 21 79015
28 49 89522
22 33 251659
27 29 16547
9 30 56886
19 4 35230
24 17 106991
9 3 6799
38 9 76908
11 30 133049
5 42 45469
21 8 110586
22 29 156540
21 45 75811
12 17 58795
33 36 144570
14 44 122310
19 39 84004
7 20 82753
19 12 7765
43 7 158343
5 7 36318
27 11 152594
45 1 20414
8 37 112900
12 27 71440
27 15 90876
26 27 25735
22 34 118957
7 33 160511
25 2 113712
15 21 103190
13 40 15089
12 48 70192
40 46 89933
1 20 96286
16 47 157488
30 2 54717
20 5 52141
33 41 153937
37 5 47842
25 17 146725
43 26 188455
39 33 214124
13 41 80280
43 25 226218
22 36 107089
15 23 56444
29 48 96491
39 26 134045
27 48 87850
48 4 97657
23 26 72495
4 2 17213
33 20 185002
34 1 43983
48 31 96142
32 10 118775
27 25 92127
1 40 94715
8 9 54783
43 11 240888
47 29 53760
16 45 116913
36 19 28493
23 18 15061
43 14 148747
30 45 74755
48 23 53418
17 10 83234
24 15 116674
47 9 58444
22 4 168673
23 41 10117
34 3 10360
49 34 35921
19 3 26985
15 18 71505
33 19 173063
9 43 150709
7 36 15941
45 43 170717
31 27 65520
19 28 97149
47 1 70518
5 10 54926
7 16 104558
1 7 48056
19 20 57053
43 2 146391
8 43 205492
42 6 24992
46 42 62403
20 25 129943
6 35 52695
42 40 77505
27 16 142533
48 34 45802
4 47 86614
12 47 86395
10 13 121308
12 25 103460
1 25 102333
26 32 128910
10 38 64033
40 47 139034
18 26 59071
14 48 126045
6 10 64097
36 20 85546
36 3 1508
21 32 135970
18 6 25898
2 11 156971
43 19 162223
27 5 74293
35 45 70904
13 34 82781
39 27 108310
44 13 169546
19 30 36700
9 26 63438
23 43 161886
12 35 40614
3 42 16413
27 41 44549
48 3 51160
34 21 59364
8 27 98272
24 49 108507
5 49 63164
40 3 87510
20 44 128764
26 24 121084
25 6 77289
40 17 145789
40 37 105171
44 37 146716
12 9 27951
11 18 163697
29 3 61049
32 17 125497
37 49 90477
11 16 248607
49 36 40667
32 27 103175
43 10 190894
19 44 139580
41 17 70156
43 24 144507
25 19 95695
25 3 68710
12 49 60311
29 17 94861
39 6 103850
41 19 19126
16 33 251921
9 18 26238
44 22 215155
20 31 129020
10 31 69918
14 41 82744
44 15 165765
36 27 51796
38 29 75660
5 2 27928
20 12 49288
27 38 92207
36 17 79523
20 6 76899
34 41 2501
2 21 57542
18 48 68479
26 19 65123
16 8 153827
17 9 71216
45 38 96916
9 25 75509
12 29 63700
9 35 53035
30 37 74631
15 46 89856
32 29 119722
29 36 62557
48 44 150575
24 11 194915
19 6 19846
3 1 33623
38 17 137432
31 16 150825
48 35 76515
49 21 72627
49 40 112950
23 12 16774
27 40 101821
30 48 72664
6 28 84635
34 46 46030
32 4 121801
11 48 180744
14 33 178548
6 24 75807
22 35 108424
28 35 117129
9 31 51781
40 29 94592
20 15 37001
6 40 96089
40 30 131459
46 14 72341
46 26 13847
32 44 152751
23 45 31185
43 49 151591
16 18 84910
41 21 56863
46 13 105022
9 27 43489
36 48 52668
20 41 76179
49 9 32360
5 36 39111
26 42 73544
29 8 88609
47 23 69621
36 42 14905
29 2 73952
38 44 177475
38 2 104419
24 5 65872
4 12 42995
10 18 38256
41 7 6574
9 36 8307
23 16 87867
35 15 98302
3 35 59834
23 25 86686
24 8 130930
11 26 158878
4 33 165827
1 16 130919
47 41 59504
3 5 37603
41 40 95369
14 29 75925
6 4 55076
32 2 104588
40 18 100811
38 49 103336
29 41 53190
43 20 188120
1 33 176685
39 45 122059
45 19 38055
29 5 66553
7 48 49875
24 48 89299
18 13 87912
25 49 103256
16 39 162862
30 15 102153
30 22 112275
2 14 119887
37 4 37127
1 42 17210
4 1 87291
23 6 10837
22 31 167177
14 19 101870
41 32 81227
44 41 158706
35 31 104816
25 29 84898
4 18 41282
34 39 105631
6 31 53561
29 15 94515
2 48 80444
27 37 101606
32 42 90823
20 48 119480
32 47 138611
48 9 44361
23 40 85750
34 47 62005
34 32 83728
40 22 169689
11 13 199715
43 36 159016
37 38 110354
26 21 63457
49 2 70563
31 47 102733
24 2 37944
40 11 184626
46 8 93268
24 36 84454
7 42 30846
9 11 173825
14 45 101692
28 39 168284
39 8 158973
17 46 99520
14 8 136467
11 33 86407
42 14 104896
33 31 174394
49 7 39994
23 10 53317
13 1 79626
6 32 81947
13 26 118869
20 21 132612
17 39 122930
49 22 147756
19 27 63675
10 44 171784
10 35 65053
31 38 128689
33 13 215483
22 20 188783
3 17 78015
34 40 97870
1 48 84783
3 45 13209
29 19 55935
38 25 152417
7 8 62417
25 11 241530
4 31 78777
45 15 56394
13 5 76948
5 41 29744
5 8 85587
10 3 71293
17 14 152900
41 4 54356
10 25 96525
22 41 116456
31 5 82585
20 16 135911
28 43 189587
35 47 94368
17 23 60039
31 34 55342
20 42 90191
45 20 93395
45 9 20008
27 7 51123
39 22 57269
43 38 227617
25 28 147421
5 44 150198
37 22 139223
14 39 168763
45 48 64369
26 2 83140
44 28 191189
19 15 65453
16 9 99044
31 32 131948
7 21 63437
5 33 183681
32 38 157075
20 38 48711
42 19 34851
18 5 16670
41 6 720
22 47 173840
9 19 20186
44 33 56238
23 35 41858
32 23 91344
36 26 71745
18 1 58113
30 14 113757
4 34 56857
8 11 184501
20 35 89902
5 4 41164
48 38 119149
47 8 113227
40 10 106219
9 15 47387
7 44 165280
35 38 119251
22 32 162146
30 8 111669
34 9 3561
30 28 113278
31 49 76649
47 46 49101
42 8 61381
45 5 48673
39 36 112497
38 28 159763
26 41 62378
24 19 55961
3 32 86966
15 36 55694
25 47 129340
8 41 55843
46 4 83547
49 47 26084
22 38 192304
13 32 153239
31 18 78019
18 41 25178
19 8 74969
18 7 31752
8 28 123679
11 4 139758
24 3 82946
16 42 113709
10 49 39303
2 22 151460
7 25 83143
20 26 122176
16 35 111707
36 40 86002
21 43 198806
39 46 120198
24 41 75087
33 29 186703
29 20 112988
30 10 68904
6 48 44021
42 31 74993
28 40 139803
47 33 201788
37 20 61643
30 5 47318
19 22 133443
28 36 77203
23 39 93013
44 1 189489
33 40 210695
5 15 76071
10 29 11627
28 1 45088
48 28 40614
20 3 84038
13 19 81860
16 15 144311
8 2 92986
48 43 148973
4 38 121632
12 22 141208
21 47 98711
46 3 56390
17 28 128000
21 14 121951
41 15 46327
3 33 146078
18 19 6052
48 32 122535
6 1 42202
42 11 197037
11 29 168066
24 22 135868
13 14 160904
13 21 55412
8 33 98094
18 22 135221
11 46 164482
13 24 137821
42 18 40903
26 16 143981
41 31 52841
13 30 118560
32 43 143042
24 9 76147
28 33 221773
21 25 97227
45 49 52368
13 2 99877
9 7 7634
10 15 106142
10 20 101361
5 34 32245
40 4 102470
45 31 71789
23 7 16691
28 14 138846
42 43 173921
35 34 54476
21 5 85470
42 45 3204
28 9 84975
8 6 56563
24 45 94016
30 33 159118
48 13 123581
41 25 76569
39 9 104190
21 3 62602
9 29 54250
41 12 26891
37 43 126477
16 29 134793
21 36 64110
18 21 81611
40 21 40323
30 27 53304
10 1 61479
35 7 58549
12 2 25782
6 43 152489
19 38 86402
48 21 100164
32 7 87801
6 49 34140
43 12 169988
4 7 60930
30 44 102880
39 32 104877
34 43 154270
43 22 265700
39 47 145523
8 25 116694
31 30 108667
2 17 69047
41 37 57057
20 9 77239
20 13 123383
36 6 10087
37 42 72782
30 4 71930
10 27 28174
19 35 32849
23 14 92861
37 46 98525
23 37 46940
18 47 84682
17 35 71775
35 36 61342
4 49 60530
27 23 54666
31 14 125973
19 40 94759
13 42 62416
32 20 143624
21 1 94803
31 23 62958
20 8 132022
42 48 67573
35 33 162969
41 42 24272
20 46 117647
28 42 62298
42 39 118855
25 35 128544
5 9 30804
21 33 170372
17 48 87386
25 44 211361
34 2 39644
2 1 70078
38 6 75128
20 24 79673
8 23 65960
37 39 81954
39 24 78599
14 1 93758
36 38 85215
23 2 27026
7 30 62400
19 11 169749
23 9 11177
22 17 180199
29 34 50689
46 22 160995
24 30 92661
49 11 141465
37 24 18030
36 45 11701
26 48 105679
49 3 39159
29 46 4659
42 4 70081
25 5 106313
14 49 49324
3 18 33037
2 44 126802
3 47 65243
31 37 76351
33 25 214788
47 27 37213
37 33 202954
12 3 34750
20 27 120728
22 28 160890
26 25 94086
7 11 181459
23 22 126573
35 40 127608
47 38 129420
17 47 129660
8 38 131691
34 23 12618
19 48 62427
33 27 196366
17 49 103576
4 21 74755
17 45 89085
21 28 139891
34 45 23569
1 39 136065
18 24 62013
34 19 21627
27 46 11888
40 38 163143
28 11 221358
24 34 77588
32 46 115063
26 49 36864
30 23 45709
24 10 100269
25 22 177307
10 36 72801
33 49 185237
5 39 94622
28 24 129913
28 2 115166
3 8 47984
45 11 193833
11 17 208675
37 15 98644
21 39 126115
27 43 162720
15 6 45607
49 19 52546
3 15 54186
21 11 144303
41 46 48531
12 24 63726
41 3 7859
46 21 49610
9 1 40422
3 43 157508
23 42 34389
7 14 89318
46 9 49591
37 29 93866
41 35 51975
46 1 45193
39 3 110989
13 49 111580
3 27 50288
38 24 128384
20 40 138472
39 11 169384
15 47 105831
33 46 191362
1 5 62679
26 28 98136
21 30 112259
5 14 112488
44 18 133528
8 26 97797
43 1 191131
41 9 1060
25 39 179699
48 40 138670
32 30 49871
4 14 109854
4 44 109589
14 35 117608
6 7 5854
29 79
23 20 274968
9 28 344418
20 8 410870
25 7 116524
18 28 287110
13 9 614746
11 8 594159
22 27 313323
23 26 340839
10 9 663814
3 1 168178
18 26 348700
10 3 530904
23 13 532416
28 11 202024
25 1 192917
11 14 336444
25 26 435768
24 19 46667
28 2 505547
3 20 264262
22 14 160919
18 19 216112
9 18 317536
20 22 447045
11 27 445120
27 13 432535
5 13 640204
16 25 503180
1 10 498660
7 18 190883
13 12 228298
1 5 373585
13 25 437487
25 21 151866
2 13 571983
12 2 349464
26 15 265639
12 24 235959
26 6 620968
25 23 94929
10 25 519780
19 21 370150
3 15 24350
28 13 410356
5 15 187960
22 26 415582
26 10 589080
15 9 225985
22 9 384418
12 7 371225
7 4 101091
4 27 156649
7 20 189280
12 3 328887
8 15 344183
21 16 608469
19 17 240051
2 6 384964
29 9 210218
21 6 346878
10 23 476396
9 14 223499
8 16 591253
10 16 672090
2 22 375398
22 24 329661
7 16 386656
27 20 244838
2 20 313053
12 27 402624
4 24 172987
11 2 515387
22 4 156674
10 20 347881
23 6 392416
5 27 249034
20 26 389346
26 12 243648
20 88
15 18 326713
20 3 114704
12 19 211021
9 3 231620
19 8 208704
11 8 116905
8 17 149337
19 17 260946
8 6 219930
3 2 152552
14 5 145445
18 11 231627
1 11 155823
11 7 116540
1 5 194575
20 19 198154
6 4 221639
15 4 223716
15 8 148399
20 12 93581
6 17 120103
20 15 223770
13 11 216609
9 11 276983
19 7 208339
4 17 250801
18 12 112405
15 17 240882
16 6 371378
1 10 222626
4 12 218032
12 7 230688
17 9 221911
9 13 90457
2 16 261097
2 15 231060
9 1 224445
16 1 150639
13 15 299493
6 3 184925
5 10 28051
13 3 190424
16 11 233260
18 20 205986
18 5 240003
19 14 281070
14 17 37527
11 6 262497
1 18 149006
20 14 100319
18 9 235210
4 3 114650
1 13 133988
3 1 228321
19 10 175066
9 5 247135
17 2 9822
16 18 226443
19 11 91799
13 2 213421
16 9 301882
20 16 207619
12 10 186025
9 6 335518
1 14 151311
14 7 150667
1 8 200162
15 14 220765
13 10 184729
16 14 301950
8 10 33638
2 12 147059
2 11 230124
3 5 33746
19 15 237178
14 18 300317
2 10 158247
18 10 211952
13 18 209792
11 17 226798
12 3 191720
11 4 160013
13 12 97387
18 3 217647
18 2 259464
13 14 241126
9 7 192652
7 2 191520
16 80
13 3 125564
12 11 265331
3 2 142191
3 15 194699
3 5 115231
14 13 29009
4 15 203620
14 7 122412
14 3 128389
8 14 156306
1 5 85587
9 10 38246
3 16 77445
14 2 153983
15 12 211234
9 4 177739
1 2 171835
8 3 222779
13 16 86412
1 9 166868
13 9 190831
13 1 95920
13 8 185315
6 16 176321
14 1 98753
6 7 92899
15 1 165055
9 11 320279
2 6 169705
7 12 22512
1 11 219152
4 11 297730
5 2 186060
6 12 115411
10 2 203920
16 7 109547
10 11 283712
15 14 187703
11 15 307919
6 11 222643
4 1 82828
2 11 234037
10 7 112748
2 7 174293
4 6 107797
4 16 73320
10 5 77424
9 14 189516
4 14 15917
1 8 193135
4 3 112472
5 13 104534
6 14 91880
9 12 173506
15 6 95823
4 10 168866
15 2 73882
3 7 53311
13 12 142099
4 12 129007
11 14 281813
13 4 13092
9 16 104419
9 6 97636
13 7 119587
6 1 69232
5 12 131766
4 8 172223
9 5 113991
12 8 146956
2 9 169165
16 12 132059
13 6 120889
7 9 150994
5 11 206288
5 7 109254
16 8 245543
6 10 61069
10 15 130038
14 5 75525
36 555
16 4 68880
17 9 51356
21 23 189658
24 3 7576
17 15 81293
24 16 144925
1 16 166271
10 4 167709
5 10 134339
24 32 48723
6 36 140816
23 17 143330
7 17 77629
27 21 161945
1 22 128103
8 32 102701
33 8 130186
5 12 47604
35 36 141459
32 1 121686
34 25 130347
10 22 20621
36 19 218640
34 29 85145
32 23 188495
23 2 106353
11 33 144786
32 16 193648
18 8 68045
13 5 61971
8 1 135309
12 6 68284
26 31 107338
7 28 100576
6 8 96308
23 22 168877
19 20 106930
14 18 211820
7 12 60051
22 28 46522
16 29 176522
13 28 47726
34 24 58618
